# Reference library (divisor): mut
# Comparison library (numerator): wt
Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	mut_R1 raw countings	mut_R2 raw countings	wt_R1 raw countings	wt_R2 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_003901.1	Protein Homology	CDS	2052196	2052939	.	+	0	ID=cds-WP_011033652.1;Parent=gene-MM_RS08870;Dbxref=GenBank:WP_011033652.1,GeneID:1480052;Name=WP_011033652.1;Ontology_term=GO:0008686;gbkey=CDS;gene=ribB;go_function=3%2C4-dihydroxy-2-butanone-4-phosphate synthase activity|0008686||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033652.1;locus_tag=MM_RS08870;product=3%2C4-dihydroxy-2-butanone-4-phosphate synthase;protein_id=WP_011033652.1;transl_table=11	112.0	172.0	76.0	121.5	115.787945574276	0.243613746090663	0.234041989206994	1.04089760523785	0.297923073287974	0.554457345741447
sense	NC_003901.1	Protein Homology	CDS	2053311	2054231	.	+	0	ID=cds-WP_011033653.1;Parent=gene-MM_RS08875;Dbxref=GenBank:WP_011033653.1,GeneID:1480053;Name=WP_011033653.1;Ontology_term=GO:0008324;gbkey=CDS;go_function=monoatomic cation transmembrane transporter activity|0008324||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412036.1;locus_tag=MM_RS08875;product=cation diffusion facilitator family transporter;protein_id=WP_011033653.1;transl_table=11	634.0	754.5	690.0	748.75	742.984571377893	0.815753429257078	0.183897256892366	4.4359195076767	9.16801027769452e-06	0.000200386510355323
sense	NC_003901.1	Protein Homology	CDS	2054237	2055334	.	+	0	ID=cds-WP_011033654.1;Parent=gene-MM_RS08880;Dbxref=GenBank:WP_011033654.1,GeneID:1480054;Name=WP_011033654.1;Ontology_term=GO:0009073,GO:0004107;gbkey=CDS;gene=aroC;go_function=chorismate synthase activity|0004107||IEA;go_process=aromatic amino acid family biosynthetic process|0009073||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412037.1;locus_tag=MM_RS08880;product=chorismate synthase;protein_id=WP_011033654.1;transl_table=11	952.0	1047.2	533.5	721.5	787.573793574344	0.121826480393242	0.168005141277204	0.725135430184435	0.468368950482236	0.71382177502627
sense	NC_003901.1	Protein Homology	CDS	2055906	2058182	.	+	0	ID=cds-WP_011033655.1;Parent=gene-MM_RS08885;Dbxref=GenBank:WP_011033655.1,GeneID:1480055;Name=WP_011033655.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033655.1;locus_tag=MM_RS08885;product=DUF3160 domain-containing protein;protein_id=WP_011033655.1;transl_table=11	422.5	550.3333333333334	180.25	229.0	315.456589009796	-0.385279038016712	0.188422298297231	-2.04476349932292	0.0408781799166377	0.16037975875351
sense	NC_003901.1	Protein Homology	CDS	2058363	2058872	.	+	0	ID=cds-WP_015412039.1;Parent=gene-MM_RS08890;Dbxref=GenBank:WP_015412039.1,GeneID:1480056;Name=WP_015412039.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412039.1;locus_tag=MM_RS08890;product=hypothetical protein;protein_id=WP_015412039.1;transl_table=11	150.0	242.5	62.0	63.0	113.963053126901	-0.641598996660012	0.248498247270585	-2.58190552129483	0.00982564795984176	0.0578201591482996
sense	NC_003901.1	Protein Homology	CDS	2059333	2059743	.	+	0	ID=cds-WP_011033657.1;Parent=gene-MM_RS08895;Dbxref=GenBank:WP_011033657.1,GeneID:1480057;Name=WP_011033657.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033657.1;locus_tag=MM_RS08895;product=hypothetical protein;protein_id=WP_011033657.1;transl_table=11	206.0	287.5	140.0	215.0	205.994045094569	0.293965829887889	0.200716803255514	1.46458007062652	0.143035522621184	0.362198836463225
sense	NC_003901.1	Protein Homology	CDS	2059782	2060597	.	-	0	ID=cds-WP_011033658.1;Parent=gene-MM_RS08900;Dbxref=GenBank:WP_011033658.1,GeneID:1480058;Name=WP_011033658.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033658.1;locus_tag=MM_RS08900;product=helix-turn-helix transcriptional regulator;protein_id=WP_011033658.1;transl_table=11	247.0095238095239	320.0333333333334	119.66666666666664	194.16666666666663	206.230282806113	-0.0527102811522844	0.201052423403202	-0.262171826929816	0.793188972761689	0.900351559476076
sense	NC_003901.1	GeneMarkS-2+	CDS	2061261	2061476	.	+	0	ID=cds-WP_152557997.1;Parent=gene-MM_RS18395;Dbxref=GenBank:WP_152557997.1,GeneID:43445827;Name=WP_152557997.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18395;product=hypothetical protein;protein_id=WP_152557997.1;transl_table=11	19.0	35.0	20.0	25.0	24.6634823999412	0.343818079522533	0.318185946001905	1.08055708884287	0.279894179243508	NA
sense	NC_003901.1	Protein Homology	CDS	2061719	2062897	.	+	0	ID=cds-WP_011033659.1;Parent=gene-MM_RS08910;Dbxref=GenBank:WP_011033659.1,GeneID:1480059;Name=WP_011033659.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033659.1;locus_tag=MM_RS08910;product=outer membrane lipoprotein-sorting protein;protein_id=WP_011033659.1;transl_table=11	157.0	218.5	69.0	125.5	131.140650886621	-0.134408584385333	0.22741467138184	-0.591028641945683	0.554501230138087	0.768686254654944
sense	NC_003901.1	Protein Homology	CDS	2062971	2063699	.	+	0	ID=cds-WP_015412043.1;Parent=gene-MM_RS08915;Dbxref=GenBank:WP_015412043.1,GeneID:1480060;Name=WP_015412043.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412043.1;locus_tag=MM_RS08915;product=hypothetical protein;protein_id=WP_015412043.1;transl_table=11	669.5	897.5	326.0	454.5	545.383532648002	-0.17777453010855	0.166059452190211	-1.07054749226151	0.284372943747703	0.539051078890967
sense	NC_003901.1	GeneMarkS-2+	CDS	2063932	2064105	.	-	0	ID=cds-WP_155395388.1;Parent=gene-MM_RS18400;Dbxref=GenBank:WP_155395388.1,GeneID:43445828;Name=WP_155395388.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18400;product=hypothetical protein;protein_id=WP_155395388.1;transl_table=11	10.0	23.0	6.0	12.0	11.5399108029655	-0.0232714338704563	0.317506353730053	-0.0732943879612621	0.941571857448533	NA
sense	NC_003901.1	Protein Homology	CDS	2064211	2064714	.	+	0	ID=cds-WP_080503046.1;Parent=gene-MM_RS08925;Dbxref=GenBank:WP_080503046.1,GeneID:1480061;Name=WP_080503046.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011024105.1;locus_tag=MM_RS08925;product=hypothetical protein;protein_id=WP_080503046.1;transl_table=11	60.5	85.0	52.5	60.5	64.1353051324658	0.357985732174406	0.2733649969087	1.30955219659658	0.190347369017943	0.429945455893675
sense	NC_003901.1	Protein Homology	CDS	2064721	2064948	.	+	0	ID=cds-WP_011033662.1;Parent=gene-MM_RS08930;Dbxref=GenBank:WP_011033662.1,GeneID:1480062;Name=WP_011033662.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033662.1;locus_tag=MM_RS08930;product=hypothetical protein;protein_id=WP_011033662.1;transl_table=11	35.0	56.5	24.0	48.5	39.2585345904526	0.309244928468924	0.299838198150274	1.0313726882588	0.302366083441229	NA
sense	NC_003901.1	Protein Homology	CDS	2064988	2065803	.	-	0	ID=cds-WP_011033663.1;Parent=gene-MM_RS08935;Dbxref=GenBank:WP_011033663.1,GeneID:1480063;Name=WP_011033663.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033663.1;locus_tag=MM_RS08935;product=helix-turn-helix transcriptional regulator;protein_id=WP_011033663.1;transl_table=11	659.5095238095237	816.5333333333333	356.66666666666674	615.1666666666667	585.483981219734	0.163773327346062	0.164387929904672	0.996261267119997	0.319123217959227	0.575117555553831
sense	NC_003901.1	Protein Homology	CDS	2066239	2067339	.	+	0	ID=cds-WP_226987561.1;Parent=gene-MM_RS08940;Dbxref=GenBank:WP_226987561.1,GeneID:1480064;Name=WP_226987561.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033664.1;locus_tag=MM_RS08940;product=S1 family peptidase;protein_id=WP_226987561.1;transl_table=11	325.5	504.0	182.0	333.0	315.486833163681	0.0951722118604176	0.188200917705485	0.50569472785118	0.613070969946918	0.809779733737296
sense	NC_003901.1	GeneMarkS-2+	CDS	2067511	2068158	.	+	0	ID=cds-WP_011033665.1;Parent=gene-MM_RS19020;Dbxref=GenBank:WP_011033665.1,GeneID:59369532;Name=WP_011033665.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS19020;product=hypothetical protein;protein_id=WP_011033665.1;transl_table=11	83.5	135.5	37.0	56.0	70.3128959850573	-0.32986052450889	0.267042591390631	-1.23523563335397	0.216742821173615	0.461183941901877
sense	NC_003901.1	GeneMarkS-2+	CDS	2068305	2068670	.	+	0	ID=cds-WP_137726698.1;Parent=gene-MM_RS08950;Dbxref=GenBank:WP_137726698.1,GeneID:1480066;Name=WP_137726698.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS08950;product=hypothetical protein;protein_id=WP_137726698.1;transl_table=11	134.0	141.0	53.0	61.0	89.9175687200609	-0.366277757748284	0.257883367028236	-1.42032331115089	0.155513577645088	0.380216964015367
sense	NC_003901.1	Protein Homology	CDS	2068960	2069208	.	+	0	ID=cds-WP_011033667.1;Parent=gene-MM_RS19180;Dbxref=GenBank:WP_011033667.1,GeneID:68225813;Name=WP_011033667.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033667.1;locus_tag=MM_RS19180;product=hypothetical protein;protein_id=WP_011033667.1;transl_table=11	38.0	74.0	31.0	44.0	44.6608051399087	0.18453848181541	0.295014647254206	0.625523117353554	0.531627780838267	NA
sense	NC_003901.1	Protein Homology	CDS	2069622	2070689	.	+	0	ID=cds-WP_011033668.1;Parent=gene-MM_RS08955;Dbxref=GenBank:WP_011033668.1,GeneID:1480068;Name=WP_011033668.1;Ontology_term=GO:0006785,GO:0051539,GO:1904047;gbkey=CDS;gene=ahbD;go_function=4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA;go_process=heme B biosynthetic process|0006785||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033668.1;locus_tag=MM_RS08955;product=heme b synthase;protein_id=WP_011033668.1;transl_table=11	222.5	310.5	91.5	139.0	173.067980165168	-0.34751422925261	0.211004966599049	-1.64694810199873	0.0995687136051028	0.290608685190797
sense	NC_003901.1	Protein Homology	CDS	2070667	2071230	.	+	0	ID=cds-WP_048040704.1;Parent=gene-MM_RS08960;Dbxref=GenBank:WP_048040704.1,GeneID:1480069;Name=WP_048040704.1;Ontology_term=GO:0006783;gbkey=CDS;gene=ahbA;go_process=heme biosynthetic process|0006783||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020623.1;locus_tag=MM_RS08960;product=siroheme decarboxylase subunit alpha;protein_id=WP_048040704.1;transl_table=11	277.75	341.25	81.0	165.08333333333334	192.536813523229	-0.498538153548298	0.212582528861707	-2.34515111010188	0.0190193695257924	0.0935521272613848
sense	NC_003901.1	Protein Homology	CDS	2071235	2071693	.	+	0	ID=cds-WP_015412057.1;Parent=gene-MM_RS08965;Dbxref=GenBank:WP_015412057.1,GeneID:1480070;Name=WP_015412057.1;Ontology_term=GO:0006783;gbkey=CDS;gene=ahbB;go_process=heme biosynthetic process|0006783||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011306463.1;locus_tag=MM_RS08965;product=siroheme decarboxylase subunit beta;protein_id=WP_015412057.1;transl_table=11	238.5	286.7	153.0	228.25	221.593647464203	0.299146464489255	0.198797089072393	1.5047829215463	0.132379895961372	0.346068666870241
sense	NC_003901.1	Protein Homology	CDS	2071863	2072273	.	+	0	ID=cds-WP_011033671.1;Parent=gene-MM_RS08970;Dbxref=GenBank:WP_011033671.1,GeneID:1480071;Name=WP_011033671.1;Ontology_term=GO:0006313,GO:0004803;gbkey=CDS;gene=tnpA;go_function=transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033671.1;locus_tag=MM_RS08970;product=IS200/IS605-like element ISMma22 family transposase;protein_id=WP_011033671.1;transl_table=11	393.25	467.0	121.5	253.5	278.331807999296	-0.392522903902579	0.199237405687842	-1.97012655604224	0.0488238680869417	0.182196385787856
sense	NC_003901.1	Protein Homology	CDS	2072274	2073395	.	+	0	ID=cds-WP_011033672.1;Parent=gene-MM_RS08975;Dbxref=GenBank:WP_011033672.1,GeneID:1480072;Name=WP_011033672.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033672.1;locus_tag=MM_RS08975;product=RNA-guided endonuclease InsQ/TnpB family protein;protein_id=WP_011033672.1;transl_table=11	8494.059523809523	8332.0	4573.333333333334	7685.642857142857	7113.0518255814	0.279528617060987	0.161244608257173	1.73356876910364	0.0829946258247343	0.258037836655083
sense	NC_003901.1	Protein Homology	CDS	2073444	2073854	.	+	0	ID=cds-WP_011033673.1;Parent=gene-MM_RS19030;Dbxref=GenBank:WP_011033673.1,GeneID:59369534;Name=WP_011033673.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033657.1;locus_tag=MM_RS19030;product=hypothetical protein;protein_id=WP_011033673.1;transl_table=11	173.0	260.0	99.0	161.0	163.067041765496	0.0611005128753176	0.2144250241176	0.284950476870682	0.775682083331043	0.893562492151862
sense	NC_003901.1	Protein Homology	CDS	2073894	2074709	.	-	0	ID=cds-WP_011033674.1;Parent=gene-MM_RS08985;Dbxref=GenBank:WP_011033674.1,GeneID:1480074;Name=WP_011033674.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033674.1;locus_tag=MM_RS08985;product=helix-turn-helix transcriptional regulator;protein_id=WP_011033674.1;transl_table=11	299.5095238095238	381.8333333333334	201.6666666666667	276.66666666666674	283.631055441459	0.274379278570767	0.188761249212032	1.45357842097433	0.146063223203738	0.365841331802726
sense	NC_003901.1	Protein Homology	CDS	2075146	2075685	.	+	0	ID=cds-WP_157858614.1;Parent=gene-MM_RS08990;Dbxref=GenBank:WP_157858614.1,GeneID:1480075;Name=WP_157858614.1;Ontology_term=GO:0006508,GO:0004222,GO:0008270,GO:0031012;gbkey=CDS;go_component=extracellular matrix|0031012||IEA;go_function=metalloendopeptidase activity|0004222||IEA,zinc ion binding|0008270||IEA;go_process=proteolysis|0006508||IEA;inference=COORDINATES: protein motif:HMM:NF012630.5;locus_tag=MM_RS08990;product=matrixin family metalloprotease;protein_id=WP_157858614.1;transl_table=11	44.0	51.5	19.5	35.5	35.7393486838754	-0.00120853663768513	0.303622759890688	-0.00398038881577993	0.996824117604079	NA
sense	NC_003901.1	Protein Homology	CDS	2075699	2076319	.	+	0	ID=cds-WP_011033676.1;Parent=gene-MM_RS08995;Dbxref=GenBank:WP_011033676.1,GeneID:1480076;Name=WP_011033676.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033676.1;locus_tag=MM_RS08995;product=hypothetical protein;protein_id=WP_011033676.1;transl_table=11	177.0	285.5	113.5	216.5	188.872911016672	0.26724062657421	0.212465104595882	1.25780949809388	0.208460659865153	0.453373876994087
sense	NC_003901.1	Protein Homology	CDS	2076486	2077943	.	+	0	ID=cds-MM_RS09005;Parent=gene-MM_RS09005;Dbxref=GeneID:1480078;Note=internal stop;Ontology_term=GO:0006313,GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011021441.1;locus_tag=MM_RS09005;product=IS66-like element ISMma15 family transposase;pseudo=true;transl_table=11	860.5562229437442	1054.2725607726063	393.28063186812807	627.4543581418557	685.467769303212	-0.112089559793677	0.159511944864658	-0.702703235728093	0.482240710767777	0.722988007324357
sense	NC_003901.1	Protein Homology	CDS	2078638	2079687	.	+	0	ID=cds-WP_011033678.1;Parent=gene-MM_RS09010;Dbxref=GenBank:WP_011033678.1,GeneID:1480079;Name=WP_011033678.1;Ontology_term=GO:0006785,GO:0051539,GO:1904047;gbkey=CDS;gene=ahbD;go_function=4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA;go_process=heme B biosynthetic process|0006785||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033678.1;locus_tag=MM_RS09010;product=heme b synthase;protein_id=WP_011033678.1;transl_table=11	363.0	558.8333333333334	165.0	265.1	307.402218613471	-0.263811196919492	0.186514732398054	-1.4144255176394	0.157237002135465	0.382820741380063
sense	NC_003901.1	Protein Homology	CDS	2079762	2079890	.	+	0	ID=cds-MM_RS19540;Parent=gene-MM_RS19540;Dbxref=GeneID:85842428;Note=incomplete%3B partial in the middle of a contig%3B missing C-terminus;end_range=2079890,.;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF046668.1;locus_tag=MM_RS19540;partial=true;product=Lrp/AsnC family transcriptional regulator;pseudo=true;transl_table=11	76.75	136.75	52.5	71.5	79.3940499400872	0.0399548693799541	0.261491358917405	0.152796136535335	0.878559044557737	0.94184860602583
sense	NC_003901.1	Protein Homology	CDS	2080103	2080246	.	+	0	ID=cds-MM_RS19545;Parent=gene-MM_RS19545;Dbxref=GeneID:85842429;Note=incomplete%3B partial in the middle of a contig%3B missing N-terminus;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF037131.5;locus_tag=MM_RS19545;partial=true;product=Lrp/AsnC family transcriptional regulator;pseudo=true;start_range=.,2080103;transl_table=11	43.5	61.0	8.0	30.25	30.6383426701796	-0.449702978538647	0.31525308587538	-1.42648239997376	0.153729143654585	NA
sense	NC_003901.1	Protein Homology	CDS	2080251	2080709	.	+	0	ID=cds-WP_015412057.1-2;Parent=gene-MM_RS09020;Dbxref=GenBank:WP_015412057.1,GeneID:1480081;Name=WP_015412057.1;Ontology_term=GO:0006783;gbkey=CDS;gene=ahbB;go_process=heme biosynthetic process|0006783||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011306463.1;locus_tag=MM_RS09020;product=siroheme decarboxylase subunit beta;protein_id=WP_015412057.1;transl_table=11	216.0	268.7	152.5	221.75	211.913314698176	0.381464699768826	0.200407491998832	1.90344530518374	0.0569824641341551	0.202533643039359
sense	NC_003901.1	Protein Homology	CDS	2080921	2081592	.	+	0	ID=cds-WP_011033680.1;Parent=gene-MM_RS09025;Dbxref=GenBank:WP_011033680.1,GeneID:1480082;Name=WP_011033680.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033680.1;locus_tag=MM_RS09025;product=precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase family protein;protein_id=WP_011033680.1;transl_table=11	400.0	546.0	222.0	420.0	377.872120772071	0.199548417079718	0.180349884032434	1.10645159629729	0.268531103588472	0.522153791392434
sense	NC_003901.1	Protein Homology	CDS	2081770	2083116	.	+	0	ID=cds-WP_011033681.1;Parent=gene-MM_RS09030;Dbxref=GenBank:WP_011033681.1,GeneID:1480083;Name=WP_011033681.1;Ontology_term=GO:0008883,GO:0050661;gbkey=CDS;gene=hemA;go_function=glutamyl-tRNA reductase activity|0008883||IEA,NADP binding|0050661||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033681.1;locus_tag=MM_RS09030;product=glutamyl-tRNA reductase;protein_id=WP_011033681.1;transl_table=11	444.9	639.0	214.0	385.0	390.10509062558	-0.061318831702092	0.177648004517376	-0.345170393940982	0.729966274754271	0.867186365769664
sense	NC_003901.1	Protein Homology	CDS	2083290	2084264	.	+	0	ID=cds-WP_011033682.1;Parent=gene-MM_RS09035;Dbxref=GenBank:WP_011033682.1,GeneID:1480084;Name=WP_011033682.1;Ontology_term=GO:0033014,GO:0003824,GO:0004655,GO:0046872;gbkey=CDS;gene=hemB;go_function=catalytic activity|0003824||IEA,porphobilinogen synthase activity|0004655||IEA,metal ion binding|0046872||IEA;go_process=tetrapyrrole biosynthetic process|0033014||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011306466.1;locus_tag=MM_RS09035;product=porphobilinogen synthase;protein_id=WP_011033682.1;transl_table=11	251.0	349.5	200.0	265.0	263.831733973186	0.410147755337473	0.192967217008108	2.12547893728622	0.0335466697568588	0.138007872672502
sense	NC_003901.1	Protein Homology	CDS	2084644	2085918	.	+	0	ID=cds-WP_011033683.1;Parent=gene-MM_RS09040;Dbxref=GenBank:WP_011033683.1,GeneID:1480085;Name=WP_011033683.1;Ontology_term=GO:0033014,GO:0042286;gbkey=CDS;gene=hemL;go_function=glutamate-1-semialdehyde 2%2C1-aminomutase activity|0042286||IEA;go_process=tetrapyrrole biosynthetic process|0033014||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033683.1;locus_tag=MM_RS09040;product=glutamate-1-semialdehyde 2%2C1-aminomutase;protein_id=WP_011033683.1;transl_table=11	483.5	643.5	262.5	407.0	425.067209376189	0.0433945988912543	0.170681002750436	0.254243871268464	0.799307159455655	0.903767371659894
sense	NC_003901.1	Protein Homology	CDS	2085981	2086931	.	+	0	ID=cds-WP_011033684.1;Parent=gene-MM_RS09045;Dbxref=GenBank:WP_011033684.1,GeneID:1480086;Name=WP_011033684.1;Ontology_term=GO:0033014,GO:0004418;gbkey=CDS;gene=hemC;go_function=hydroxymethylbilane synthase activity|0004418||IEA;go_process=tetrapyrrole biosynthetic process|0033014||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033684.1;locus_tag=MM_RS09045;product=hydroxymethylbilane synthase;protein_id=WP_011033684.1;transl_table=11	347.3333333333333	473.45	145.0	232.5	273.037454948916	-0.291658110041791	0.18831527914947	-1.54877560312191	0.121435672261061	0.325958909753375
