#Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	sense	antisense
NC_003901.1	Protein Homology	CDS	1621804	1622838	.	+	0	ID=cds-WP_011033299.1;Parent=gene-MM_RS07015;Dbxref=GenBank:WP_011033299.1,GeneID:1479695;Name=WP_011033299.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033299.1;locus_tag=MM_RS07015;product=methionine synthase;protein_id=WP_011033299.1;transl_table=11	402.0	0
NC_003901.1	Protein Homology	CDS	1623100	1623270	.	-	0	ID=cds-WP_011033300.1;Parent=gene-MM_RS07020;Dbxref=GenBank:WP_011033300.1,GeneID:1479696;Name=WP_011033300.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033300.1;locus_tag=MM_RS07020;product=ribbon-helix-helix domain-containing protein;protein_id=WP_011033300.1;transl_table=11	20.0	0
NC_003901.1	tRNAscan-SE	tRNA	1623554	1623627	.	-	.	ID=rna-MM_RS07025;Parent=gene-MM_RS07025;Dbxref=GeneID:2820549;anticodon=(pos:complement(1623591..1623593));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MM_RS07025;product=tRNA-Lys	3487.8333333333335	0
NC_003901.1	Protein Homology	CDS	1624178	1624384	.	+	0	ID=cds-WP_011033301.1;Parent=gene-MM_RS07030;Dbxref=GenBank:WP_011033301.1,GeneID:1479697;Name=WP_011033301.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033302.1;locus_tag=MM_RS07030;product=TRAM domain-containing protein;protein_id=WP_011033301.1;transl_table=11	774.5	0
NC_003901.1	Protein Homology	CDS	1624451	1624657	.	+	0	ID=cds-WP_011033302.1;Parent=gene-MM_RS07035;Dbxref=GenBank:WP_011033302.1,GeneID:1479698;Name=WP_011033302.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033302.1;locus_tag=MM_RS07035;product=TRAM domain-containing protein;protein_id=WP_011033302.1;transl_table=11	1352.3333333333333	0
NC_003901.1	Protein Homology	CDS	1624722	1624928	.	+	0	ID=cds-WP_011033303.1;Parent=gene-MM_RS07040;Dbxref=GenBank:WP_011033303.1,GeneID:1479699;Name=WP_011033303.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033302.1;locus_tag=MM_RS07040;product=TRAM domain-containing protein;protein_id=WP_011033303.1;transl_table=11	834.8333333333333	0
NC_003901.1	Protein Homology	CDS	1624990	1625196	.	+	0	ID=cds-WP_011033304.1;Parent=gene-MM_RS07045;Dbxref=GenBank:WP_011033304.1,GeneID:1479700;Name=WP_011033304.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033304.1;locus_tag=MM_RS07045;product=TRAM domain-containing protein;protein_id=WP_011033304.1;transl_table=11	4647.833333333333	0
NC_003901.1	Protein Homology	CDS	1625543	1625971	.	+	0	ID=cds-WP_011033305.1;Parent=gene-MM_RS07050;Dbxref=GenBank:WP_011033305.1,GeneID:1479701;Name=WP_011033305.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033305.1;locus_tag=MM_RS07050;product=bactofilin family protein;protein_id=WP_011033305.1;transl_table=11	390.0	0
NC_003901.1	Protein Homology	CDS	1626015	1626779	.	-	0	ID=cds-WP_048037750.1;Parent=gene-MM_RS07055;Dbxref=GenBank:WP_048037750.1,GeneID:1479702;Name=WP_048037750.1;Ontology_term=GO:0005524,GO:0016887;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011306046.1;locus_tag=MM_RS07055;product=ABC transporter ATP-binding protein;protein_id=WP_048037750.1;transl_table=11	1127.5	0
NC_003901.1	Protein Homology	CDS	1626782	1627570	.	-	0	ID=cds-WP_011033307.1;Parent=gene-MM_RS07060;Dbxref=GenBank:WP_011033307.1,GeneID:1479703;Name=WP_011033307.1;Ontology_term=GO:0005524,GO:0022857;gbkey=CDS;go_function=ATP binding|0005524||IEA,transmembrane transporter activity|0022857||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033307.1;locus_tag=MM_RS07060;product=ABC transporter permease;protein_id=WP_011033307.1;transl_table=11	1076.0	0
NC_003901.1	Protein Homology	CDS	1627736	1628725	.	-	0	ID=cds-WP_011033308.1;Parent=gene-MM_RS07065;Dbxref=GenBank:WP_011033308.1,GeneID:1479704;Name=WP_011033308.1;Ontology_term=GO:0042626,GO:0140359,GO:0055052;gbkey=CDS;go_component=ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033308.1;locus_tag=MM_RS07065;product=ABC transporter substrate-binding protein;protein_id=WP_011033308.1;transl_table=11	1961.9444444444443	0
NC_003901.1	Protein Homology	CDS	1629110	1629631	.	+	0	ID=cds-WP_048037712.1;Parent=gene-MM_RS07070;Dbxref=GenBank:WP_048037712.1,GeneID:1479705;Name=WP_048037712.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020126.1;locus_tag=MM_RS07070;product=helix-turn-helix domain-containing protein;protein_id=WP_048037712.1;transl_table=11	913.0	0
NC_003901.1	Protein Homology	CDS	1629744	1633238	.	-	0	ID=cds-WP_011033310.1;Parent=gene-MM_RS07075;Dbxref=GenBank:WP_011033310.1,GeneID:1479706;Name=WP_011033310.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411765.1;locus_tag=MM_RS07075;product=S-layer protein domain-containing protein;protein_id=WP_011033310.1;transl_table=11	1339.5	0
NC_003901.1	Protein Homology	CDS	1633412	1634425	.	-	0	ID=cds-WP_011033311.1;Parent=gene-MM_RS07080;Dbxref=GenBank:WP_011033311.1,GeneID:1479707;Name=WP_011033311.1;Ontology_term=GO:0009228,GO:0009030;gbkey=CDS;gene=thiL;go_function=thiamine-phosphate kinase activity|0009030||IEA;go_process=thiamine biosynthetic process|0009228||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033311.1;locus_tag=MM_RS07080;product=thiamine-phosphate kinase;protein_id=WP_011033311.1;transl_table=11	810.1666666666667	0
NC_003901.1	Protein Homology	CDS	1635231	1636022	.	-	0	ID=cds-WP_011033312.1;Parent=gene-MM_RS07085;Dbxref=GenBank:WP_011033312.1,GeneID:1479708;Name=WP_011033312.1;Ontology_term=GO:0009265,GO:0051353,GO:0051539;gbkey=CDS;go_function=4 iron%2C 4 sulfur cluster binding|0051539||IEA;go_process=2'-deoxyribonucleotide biosynthetic process|0009265||IEA,positive regulation of oxidoreductase activity|0051353||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033312.1;locus_tag=MM_RS07085;product=anaerobic ribonucleoside-triphosphate reductase activating protein;protein_id=WP_011033312.1;transl_table=11	89.5	0
NC_003901.1	Protein Homology	CDS	1636066	1638450	.	-	0	ID=cds-WP_011033313.1;Parent=gene-MM_RS07090;Dbxref=GenBank:WP_011033313.1,GeneID:1479709;Name=WP_011033313.1;Ontology_term=GO:0006260,GO:0009265,GO:0008998,GO:0016491;gbkey=CDS;gene=nrdD;go_function=ribonucleoside-triphosphate reductase (thioredoxin) activity|0008998||IEA,oxidoreductase activity|0016491||IEA;go_process=DNA replication|0006260||IEA,2'-deoxyribonucleotide biosynthetic process|0009265||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411768.1;locus_tag=MM_RS07090;product=anaerobic ribonucleoside-triphosphate reductase;protein_id=WP_011033313.1;transl_table=11	509.33333333333337	0
NC_003901.1	Protein Homology	CDS	1638530	1638784	.	-	0	ID=cds-WP_011033314.1;Parent=gene-MM_RS07095;Dbxref=GenBank:WP_011033314.1,GeneID:1479710;Name=WP_011033314.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033314.1;locus_tag=MM_RS07095;product=glutaredoxin family protein;protein_id=WP_011033314.1;transl_table=11	47.0	0
NC_003901.1	Protein Homology	CDS	1639435	1640202	.	+	0	ID=cds-WP_264357985.1;Parent=gene-MM_RS07100;Dbxref=GenBank:WP_264357985.1,GeneID:1479711;Name=WP_264357985.1;Ontology_term=GO:0006281,GO:0006310,GO:0003684,GO:0005524;gbkey=CDS;gene=radB;go_function=damaged DNA binding|0003684||IEA,ATP binding|0005524||IEA;go_process=DNA repair|0006281||IEA,DNA recombination|0006310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020133.1;locus_tag=MM_RS07100;product=DNA repair and recombination protein RadB;protein_id=WP_264357985.1;transl_table=11	276.0	0
NC_003901.1	Protein Homology	CDS	1640308	1641408	.	-	0	ID=cds-WP_011033316.1;Parent=gene-MM_RS07105;Dbxref=GenBank:WP_011033316.1,GeneID:1479712;Name=WP_011033316.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020134.1;locus_tag=MM_RS07105;product=inositol-3-phosphate synthase;protein_id=WP_011033316.1;transl_table=11	1293.5	0
NC_003901.1	Protein Homology	CDS	1641957	1642976	.	+	0	ID=cds-WP_048038240.1;Parent=gene-MM_RS07110;Dbxref=GenBank:WP_048038240.1,GeneID:1479713;Name=WP_048038240.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013193593.1;locus_tag=MM_RS07110;product=S-methyl-5-thioribose-1-phosphate isomerase;protein_id=WP_048038240.1;transl_table=11	318.0	0
NC_003901.1	Protein Homology	CDS	1643373	1643540	.	+	0	ID=cds-WP_011033318.1;Parent=gene-MM_RS07115;Dbxref=GenBank:WP_011033318.1,GeneID:1479714;Name=WP_011033318.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_048064803.1;locus_tag=MM_RS07115;product=preprotein translocase subunit Sec61beta;protein_id=WP_011033318.1;transl_table=11	1352.0	0
NC_003901.1	Protein Homology	CDS	1643565	1644545	.	+	0	ID=cds-WP_226987711.1;Parent=gene-MM_RS07120;Dbxref=GenBank:WP_226987711.1,GeneID:1479715;Name=WP_226987711.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033319.1;locus_tag=MM_RS07120;product=alpha/beta hydrolase family protein;protein_id=WP_226987711.1;transl_table=11	1310.4761904761906	0
NC_003901.1	Protein Homology	CDS	1644605	1646728	.	+	0	ID=cds-WP_015411773.1;Parent=gene-MM_RS07125;Dbxref=GenBank:WP_015411773.1,GeneID:1479716;Name=WP_015411773.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411773.1;locus_tag=MM_RS07125;product=endonuclease MutS2;protein_id=WP_015411773.1;transl_table=11	412.1666666666667	0
NC_003901.1	Protein Homology	CDS	1647406	1649592	.	+	0	ID=cds-WP_011033321.1;Parent=gene-MM_RS07130;Dbxref=GenBank:WP_011033321.1,GeneID:1479717;Name=WP_011033321.1;Ontology_term=GO:0006799,GO:0008976,GO:0009358;gbkey=CDS;gene=ppk1;go_component=polyphosphate kinase complex|0009358||IEA;go_function=polyphosphate kinase activity|0008976||IEA;go_process=polyphosphate biosynthetic process|0006799||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033321.1;locus_tag=MM_RS07130;product=polyphosphate kinase 1;protein_id=WP_011033321.1;transl_table=11	2334.8333333333335	0
NC_003901.1	Protein Homology	CDS	1649935	1651566	.	+	0	ID=cds-WP_011033322.1;Parent=gene-MM_RS07135;Dbxref=GenBank:WP_011033322.1,GeneID:1479718;Name=WP_011033322.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033322.1;locus_tag=MM_RS07135;product=Ppx/GppA phosphatase family protein;protein_id=WP_011033322.1;transl_table=11	291.0	0
NC_003901.1	Protein Homology	CDS	1651678	1654266	.	-	0	ID=cds-WP_011033323.1;Parent=gene-MM_RS07140;Dbxref=GenBank:WP_011033323.1,GeneID:1479719;Name=WP_011033323.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033323.1;locus_tag=MM_RS07140;product=CHAD domain-containing protein;protein_id=WP_011033323.1;transl_table=11	611.3333333333333	0
NC_003901.1	Protein Homology	CDS	1655076	1656197	.	+	0	ID=cds-WP_011033324.1;Parent=gene-MM_RS07145;Dbxref=GenBank:WP_011033324.1,GeneID:1479720;Name=WP_011033324.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411777.1;locus_tag=MM_RS07145;product=ORC1-type DNA replication protein;protein_id=WP_011033324.1;transl_table=11	163.0	0
NC_003901.1	Protein Homology	CDS	1656363	1658018	.	-	0	ID=cds-WP_011033325.1;Parent=gene-MM_RS07150;Dbxref=GenBank:WP_011033325.1,GeneID:1479721;Name=WP_011033325.1;Ontology_term=GO:0016887,GO:0140662;gbkey=CDS;gene=thsB;go_function=ATP hydrolysis activity|0016887||IEA,ATP-dependent protein folding chaperone|0140662||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033325.1;locus_tag=MM_RS07150;product=thermosome subunit beta;protein_id=WP_011033325.1;transl_table=11	4728.0	0
NC_003901.1	Protein Homology	CDS	1658936	1660390	.	+	0	ID=cds-WP_264357986.1;Parent=gene-MM_RS07155;Dbxref=GenBank:WP_264357986.1,GeneID:1479722;Name=WP_264357986.1;Ontology_term=GO:0006457,GO:0005524,GO:0016887;gbkey=CDS;gene=dnaK;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA;go_process=protein folding|0006457||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020146.1;locus_tag=MM_RS07155;product=molecular chaperone DnaK;protein_id=WP_264357986.1;transl_table=11	443.0	0
NC_003901.1	Protein Homology	CDS	1660567	1661283	.	+	0	ID=cds-WP_011033327.1;Parent=gene-MM_RS07160;Dbxref=GenBank:WP_011033327.1,GeneID:1479723;Name=WP_011033327.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033327.1;locus_tag=MM_RS07160;product=J domain-containing protein;protein_id=WP_011033327.1;transl_table=11	64.0	0
NC_003901.1	Protein Homology	CDS	1661336	1662088	.	-	0	ID=cds-WP_080503036.1;Parent=gene-MM_RS07165;Dbxref=GenBank:WP_080503036.1,GeneID:1479724;Name=WP_080503036.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411779.1;locus_tag=MM_RS07165;product=DUF169 domain-containing protein;protein_id=WP_080503036.1;transl_table=11	605.3928571428571	0
NC_003901.1	Protein Homology	CDS	1662114	1663733	.	-	0	ID=cds-WP_011033329.1;Parent=gene-MM_RS07170;Dbxref=GenBank:WP_011033329.1,GeneID:1479725;Name=WP_011033329.1;Ontology_term=GO:0043039,GO:0005524,GO:0043816;gbkey=CDS;gene=sepS;go_function=ATP binding|0005524||IEA,phosphoserine-tRNA(Cys) ligase activity|0043816||IEA;go_process=tRNA aminoacylation|0043039||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411780.1;locus_tag=MM_RS07170;product=O-phosphoserine--tRNA ligase;protein_id=WP_011033329.1;transl_table=11	157.0	0
NC_003901.1	Protein Homology	CDS	1664097	1664729	.	-	0	ID=cds-WP_011033330.1;Parent=gene-MM_RS07175;Dbxref=GenBank:WP_011033330.1,GeneID:1479726;Name=WP_011033330.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033330.1;locus_tag=MM_RS07175;product=haloacid dehalogenase;protein_id=WP_011033330.1;transl_table=11	31.0	0
NC_003901.1	Protein Homology	CDS	1665560	1665832	.	-	0	ID=cds-WP_048037451.1;Parent=gene-MM_RS07180;Dbxref=GenBank:WP_048037451.1,GeneID:1479727;Name=WP_048037451.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011306220.1;locus_tag=MM_RS07180;product=UPF0147 family protein;protein_id=WP_048037451.1;transl_table=11	866.0	0
NC_003901.1	Protein Homology	CDS	1666078	1666692	.	+	0	ID=cds-WP_011033332.1;Parent=gene-MM_RS07185;Dbxref=GenBank:WP_011033332.1,GeneID:1479728;Name=WP_011033332.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033332.1;locus_tag=MM_RS07185;product=Sjogren's syndrome/scleroderma autoantigen 1 family protein;protein_id=WP_011033332.1;transl_table=11	915.0	0
NC_003901.1	Protein Homology	CDS	1666819	1669413	.	-	0	ID=cds-WP_011033333.1;Parent=gene-MM_RS07190;Dbxref=GenBank:WP_011033333.1,GeneID:1479729;Name=WP_011033333.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033333.1;locus_tag=MM_RS07190;product=DEAD/DEAH box helicase;protein_id=WP_011033333.1;transl_table=11	514.125	0
NC_003901.1	Protein Homology	CDS	1669582	1671450	.	-	0	ID=cds-WP_015411788.1;Parent=gene-MM_RS07195;Dbxref=GenBank:WP_015411788.1,GeneID:1479730;Name=WP_015411788.1;Ontology_term=GO:0006426,GO:0000166,GO:0004820,GO:0005524,GO:0005737;gbkey=CDS;gene=glyS;go_component=cytoplasm|0005737||IEA;go_function=nucleotide binding|0000166||IEA,glycine-tRNA ligase activity|0004820||IEA,ATP binding|0005524||IEA;go_process=glycyl-tRNA aminoacylation|0006426||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411788.1;locus_tag=MM_RS07195;product=glycine--tRNA ligase;protein_id=WP_015411788.1;transl_table=11	373.58333333333337	0
NC_003901.1	Protein Homology	CDS	1671835	1672659	.	-	0	ID=cds-WP_011033335.1;Parent=gene-MM_RS07200;Dbxref=GenBank:WP_011033335.1,GeneID:1479731;Name=WP_011033335.1;Ontology_term=GO:0071586,GO:0070007,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=glutamic-type endopeptidase activity|0070007||IEA;go_process=CAAX-box protein processing|0071586||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033335.1;locus_tag=MM_RS07200;product=CPBP family intramembrane glutamic endopeptidase;protein_id=WP_011033335.1;transl_table=11	112.5	0
NC_003901.1	GeneMarkS-2+	CDS	1672927	1673052	.	-	0	ID=cds-WP_264357981.1;Parent=gene-MM_RS19425;Dbxref=GenBank:WP_264357981.1,GeneID:75933661;Name=WP_264357981.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS19425;product=hypothetical protein;protein_id=WP_264357981.1;transl_table=11	3.333333333333333	0
NC_003901.1	GeneMarkS-2+	CDS	1673319	1673501	.	+	0	ID=cds-WP_015411791.1;Parent=gene-MM_RS07205;Dbxref=GenBank:WP_015411791.1,GeneID:24771960;Name=WP_015411791.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS07205;product=hypothetical protein;protein_id=WP_015411791.1;transl_table=11	18.5	0
NC_003901.1	Protein Homology	CDS	1673998	1674588	.	-	0	ID=cds-WP_011033336.1;Parent=gene-MM_RS07210;Dbxref=GenBank:WP_011033336.1,GeneID:1479732;Name=WP_011033336.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033336.1;locus_tag=MM_RS07210;product=acetate uptake transporter;protein_id=WP_011033336.1;transl_table=11	60.5	0
NC_003901.1	Protein Homology	CDS	1674930	1675733	.	+	0	ID=cds-WP_011033337.1;Parent=gene-MM_RS07215;Dbxref=GenBank:WP_011033337.1,GeneID:1479733;Name=WP_011033337.1;gbkey=CDS;gene=surE;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020163.1;locus_tag=MM_RS07215;product=5'/3'-nucleotidase SurE;protein_id=WP_011033337.1;transl_table=11	290.25	0
NC_003901.1	Protein Homology	CDS	1675939	1676100	.	-	0	ID=cds-WP_011033338.1;Parent=gene-MM_RS18875;Dbxref=GenBank:WP_011033338.1,GeneID:43965259;Name=WP_011033338.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033338.1;locus_tag=MM_RS18875;product=hypothetical protein;protein_id=WP_011033338.1;transl_table=11	313.0	0
NC_003901.1	Protein Homology	CDS	1676170	1677174	.	-	0	ID=cds-WP_011033339.1;Parent=gene-MM_RS07220;Dbxref=GenBank:WP_011033339.1,GeneID:1479735;Name=WP_011033339.1;gbkey=CDS;gene=moaA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033339.1;locus_tag=MM_RS07220;product=GTP 3'%2C8-cyclase MoaA;protein_id=WP_011033339.1;transl_table=11	931.0	0
NC_003901.1	Protein Homology	CDS	1677549	1678868	.	+	0	ID=cds-WP_048037445.1;Parent=gene-MM_RS07225;Dbxref=GenBank:WP_048037445.1,GeneID:1479736;Name=WP_048037445.1;Ontology_term=GO:0042242;gbkey=CDS;go_function=cobyrinic acid a%2Cc-diamide synthase activity|0042242||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411795.1;locus_tag=MM_RS07225;product=cobyrinate a%2Cc-diamide synthase;protein_id=WP_048037445.1;transl_table=11	668.8333333333334	0
NC_003901.1	Protein Homology	CDS	1679255	1679719	.	+	0	ID=cds-WP_011033341.1;Parent=gene-MM_RS07230;Dbxref=GenBank:WP_011033341.1,GeneID:1479737;Name=WP_011033341.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033341.1;locus_tag=MM_RS07230;product=glyoxalase/bleomycin resistance/dioxygenase family protein;protein_id=WP_011033341.1;transl_table=11	178.0	0
NC_003901.1	Protein Homology	CDS	1679809	1680921	.	-	0	ID=cds-WP_011033342.1;Parent=gene-MM_RS07235;Dbxref=GenBank:WP_011033342.1,GeneID:1479738;Name=WP_011033342.1;gbkey=CDS;gene=priL;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033342.1;locus_tag=MM_RS07235;product=DNA primase regulatory subunit PriL;protein_id=WP_011033342.1;transl_table=11	1655.3333333333333	0
NC_003901.1	Protein Homology	CDS	1680929	1681666	.	-	0	ID=cds-WP_011033343.1;Parent=gene-MM_RS07240;Dbxref=GenBank:WP_011033343.1,GeneID:1479739;Name=WP_011033343.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020169.1;locus_tag=MM_RS07240;product=DNA polymerase sliding clamp;protein_id=WP_011033343.1;transl_table=11	1095.1666666666667	0
NC_003901.1	Protein Homology	CDS	1681991	1682305	.	-	0	ID=cds-WP_048037443.1;Parent=gene-MM_RS07245;Dbxref=GenBank:WP_048037443.1,GeneID:1479740;Name=WP_048037443.1;Ontology_term=GO:0006355;gbkey=CDS;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011305901.1;locus_tag=MM_RS07245;product=transcription factor S;protein_id=WP_048037443.1;transl_table=11	88.5	0
NC_003901.1	Protein Homology	CDS	1682289	1682699	.	-	0	ID=cds-WP_011033345.1;Parent=gene-MM_RS07250;Dbxref=GenBank:WP_011033345.1,GeneID:1479741;Name=WP_011033345.1;Ontology_term=GO:0016787;gbkey=CDS;go_function=hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033345.1;locus_tag=MM_RS07250;product=NUDIX domain-containing protein;protein_id=WP_011033345.1;transl_table=11	213.5	0
