locus_tag	ftype	length_bp	gene	EC_number	COG	product
IJOGNDPK_02209	CDS	483	ftnA	1.16.3.2		Bacterial non-heme ferritin
IJOGNDPK_02210	gene	201				
IJOGNDPK_02210	CDS	201				hypothetical protein
IJOGNDPK_02211	gene	495				
IJOGNDPK_02211	CDS	495				hypothetical protein
IJOGNDPK_02212	gene	1188	kbl			
IJOGNDPK_02212	CDS	1188	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
IJOGNDPK_02213	gene	957				
IJOGNDPK_02213	CDS	957				putative epimerase/dehydratase
IJOGNDPK_02214	gene	849				
IJOGNDPK_02214	CDS	849				hypothetical protein
IJOGNDPK_02215	gene	984	murB			
IJOGNDPK_02215	CDS	984	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
IJOGNDPK_02216	gene	768	rbn			
IJOGNDPK_02216	CDS	768	rbn	3.1.26.11		Ribonuclease BN
IJOGNDPK_02217	gene	1635				
IJOGNDPK_02217	CDS	1635				hypothetical protein
IJOGNDPK_02218	gene	369				
IJOGNDPK_02218	CDS	369				hypothetical protein
IJOGNDPK_02219	gene	1125	dnaN			
IJOGNDPK_02219	CDS	1125	dnaN		COG0592	Beta sliding clamp
IJOGNDPK_02220	gene	771	dinG_3			
IJOGNDPK_02220	CDS	771	dinG_3	3.1.-.-		3'-5' exonuclease DinG
IJOGNDPK_02221	gene	1230	undec1A			
IJOGNDPK_02221	CDS	1230	undec1A	4.1.1.-		Cysteine/Cysteine sulfinic acid decarboxylase
IJOGNDPK_02222	gene	1671	recN			
IJOGNDPK_02222	CDS	1671	recN		COG0497	DNA repair protein RecN
IJOGNDPK_02223	gene	741				
IJOGNDPK_02223	CDS	741		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
IJOGNDPK_02224	gene	1704				
IJOGNDPK_02224	CDS	1704				hypothetical protein
IJOGNDPK_02225	gene	1164				
IJOGNDPK_02225	CDS	1164			COG3385	IS4 family transposase ISPosp4
IJOGNDPK_02226	gene	375	ridA			
IJOGNDPK_02226	CDS	375	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
IJOGNDPK_02227	gene	1254	fpgS			
IJOGNDPK_02227	CDS	1254	fpgS	6.3.2.17		Folylpolyglutamate synthase
IJOGNDPK_02228	gene	1326				
IJOGNDPK_02228	CDS	1326				hypothetical protein
IJOGNDPK_02229	gene	1905	pglF			
IJOGNDPK_02229	CDS	1905	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
IJOGNDPK_02230	gene	978	preA			
IJOGNDPK_02230	CDS	978	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
IJOGNDPK_02231	gene	666				
IJOGNDPK_02231	CDS	666			COG0325	Pyridoxal phosphate homeostasis protein
IJOGNDPK_02232	gene	465				
IJOGNDPK_02232	CDS	465				hypothetical protein
IJOGNDPK_02233	gene	264				
IJOGNDPK_02233	CDS	264				hypothetical protein
IJOGNDPK_02234	gene	537				
IJOGNDPK_02234	CDS	537				hypothetical protein
IJOGNDPK_02235	gene	483				
IJOGNDPK_02235	CDS	483				hypothetical protein
IJOGNDPK_02236	gene	1206	wecC			
IJOGNDPK_02236	CDS	1206	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
IJOGNDPK_02237	gene	1149	wecB_1			
IJOGNDPK_02237	CDS	1149	wecB_1	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
IJOGNDPK_02238	gene	1047				
IJOGNDPK_02238	CDS	1047				hypothetical protein
IJOGNDPK_02239	gene	1419				
IJOGNDPK_02239	CDS	1419				hypothetical protein
IJOGNDPK_02240	gene	1353				
IJOGNDPK_02240	CDS	1353				hypothetical protein
IJOGNDPK_02241	gene	1143				
IJOGNDPK_02241	CDS	1143				hypothetical protein
IJOGNDPK_02242	gene	1038				
IJOGNDPK_02242	CDS	1038				hypothetical protein
IJOGNDPK_02243	gene	2124	iolG_3			
IJOGNDPK_02243	CDS	2124	iolG_3	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
IJOGNDPK_02244	gene	1872				
IJOGNDPK_02244	CDS	1872				hypothetical protein
IJOGNDPK_02245	gene	1212	mshA_6			
IJOGNDPK_02245	CDS	1212	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IJOGNDPK_02246	gene	249				
IJOGNDPK_02246	CDS	249				hypothetical protein
IJOGNDPK_02247	gene	432				
IJOGNDPK_02247	CDS	432				hypothetical protein
IJOGNDPK_02248	gene	264				
IJOGNDPK_02248	CDS	264				hypothetical protein
IJOGNDPK_02249	gene	609	pglC_2			
IJOGNDPK_02249	CDS	609	pglC_2	2.7.8.36	COG2148	Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase
IJOGNDPK_02250	gene	591	epsM_2			
IJOGNDPK_02250	CDS	591	epsM_2	2.3.1.-	COG0110	Putative acetyltransferase EpsM
IJOGNDPK_02251	gene	1242	epsN_2			
IJOGNDPK_02251	CDS	1242	epsN_2	2.6.1.-	COG0399	Putative pyridoxal phosphate-dependent aminotransferase EpsN
IJOGNDPK_02252	gene	594	pinR			
IJOGNDPK_02252	CDS	594	pinR	3.1.22.-	COG1961	Serine recombinase PinR
IJOGNDPK_02253	gene	501	tpx			
IJOGNDPK_02253	CDS	501	tpx	1.11.1.15	COG2077	Thiol peroxidase
IJOGNDPK_02254	gene	1695				
IJOGNDPK_02254	CDS	1695				hypothetical protein
IJOGNDPK_02255	gene	774				
IJOGNDPK_02255	CDS	774			COG3039	IS5 family transposase ISMac15
IJOGNDPK_02256	gene	1671	aspT_2			
IJOGNDPK_02256	CDS	1671	aspT_2			Aspartate/alanine antiporter
IJOGNDPK_02257	gene	1989	fbp			
IJOGNDPK_02257	CDS	1989	fbp	3.1.3.11	COG3855	Fructose-1,6-bisphosphatase class 3
IJOGNDPK_02258	gene	1287				
IJOGNDPK_02258	CDS	1287				hypothetical protein
IJOGNDPK_02259	gene	1548	atsA_3			
IJOGNDPK_02259	CDS	1548	atsA_3	3.1.6.1	COG3119	Arylsulfatase
IJOGNDPK_02260	gene	1659	lcfB			
IJOGNDPK_02260	CDS	1659	lcfB	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
IJOGNDPK_02261	gene	126				
IJOGNDPK_02261	CDS	126				hypothetical protein
IJOGNDPK_02262	gene	1107	fcl			
IJOGNDPK_02262	CDS	1107	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
IJOGNDPK_02263	gene	1077	gmd			
IJOGNDPK_02263	CDS	1077	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
IJOGNDPK_02264	gene	1164				
IJOGNDPK_02264	CDS	1164			COG3385	IS4 family transposase ISPosp4
IJOGNDPK_02265	gene	1161	sstT			
IJOGNDPK_02265	CDS	1161	sstT			Serine/threonine transporter SstT
IJOGNDPK_02266	gene	1476	gnd			
IJOGNDPK_02266	CDS	1476	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
IJOGNDPK_02267	gene	1521	zwf			
IJOGNDPK_02267	CDS	1521	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
IJOGNDPK_02268	gene	747				
IJOGNDPK_02268	CDS	747				hypothetical protein
IJOGNDPK_02269	gene	702	btsR_1			
IJOGNDPK_02269	CDS	702	btsR_1		COG3279	Transcriptional regulatory protein BtsR
IJOGNDPK_02270	gene	1068				
IJOGNDPK_02270	CDS	1068				hypothetical protein
IJOGNDPK_02271	gene	138				
IJOGNDPK_02271	CDS	138				hypothetical protein
IJOGNDPK_02272	gene	1221	macB_3			
IJOGNDPK_02272	CDS	1221	macB_3	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
IJOGNDPK_02273	gene	747	yknY_3			
IJOGNDPK_02273	CDS	747	yknY_3	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
IJOGNDPK_02274	gene	1230	macA_2			
IJOGNDPK_02274	CDS	1230	macA_2		COG0845	Macrolide export protein MacA
IJOGNDPK_02275	gene	1401	bepC_2			
IJOGNDPK_02275	CDS	1401	bepC_2			Outer membrane efflux protein BepC
IJOGNDPK_02276	gene	222				
IJOGNDPK_02276	CDS	222				hypothetical protein
IJOGNDPK_02277	gene	1563	cydA			
IJOGNDPK_02277	CDS	1563	cydA	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
IJOGNDPK_02278	gene	1149	cydB			
IJOGNDPK_02278	CDS	1149	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
IJOGNDPK_02279	gene	675	pal			
IJOGNDPK_02279	CDS	675	pal			Peptidoglycan-associated lipoprotein
IJOGNDPK_02280	gene	756				
IJOGNDPK_02280	CDS	756			COG3039	IS5 family transposase ISAcma5
IJOGNDPK_02281	gene	177				
IJOGNDPK_02281	CDS	177				hypothetical protein
IJOGNDPK_02282	gene	192				
IJOGNDPK_02282	CDS	192				hypothetical protein
IJOGNDPK_02283	gene	1167	agaA_1			
IJOGNDPK_02283	CDS	1167	agaA_1	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
IJOGNDPK_02284	gene	1332				
IJOGNDPK_02284	CDS	1332				hypothetical protein
IJOGNDPK_02285	gene	792				
IJOGNDPK_02285	CDS	792				hypothetical protein
IJOGNDPK_02286	gene	801	potB			
IJOGNDPK_02286	CDS	801	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
IJOGNDPK_02287	gene	1407	btuD_4			
IJOGNDPK_02287	CDS	1407	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IJOGNDPK_02288	gene	2205	agaA_2			
IJOGNDPK_02288	CDS	2205	agaA_2	3.2.1.22		Alpha-galactosidase AgaA
IJOGNDPK_02289	gene	351	menI			
IJOGNDPK_02289	CDS	351	menI	3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
IJOGNDPK_02290	gene	2016	btuB_5			
IJOGNDPK_02290	CDS	2016	btuB_5		COG4206	Vitamin B12 transporter BtuB
IJOGNDPK_02291	gene	1119				
IJOGNDPK_02291	CDS	1119				hypothetical protein
IJOGNDPK_02292	gene	1134				
IJOGNDPK_02292	CDS	1134				hypothetical protein
IJOGNDPK_02293	gene	1029	hmuU			
IJOGNDPK_02293	CDS	1029	hmuU		COG0609	Hemin transport system permease protein HmuU
IJOGNDPK_02294	gene	177				
IJOGNDPK_02294	CDS	177				hypothetical protein
IJOGNDPK_02295	gene	138				
IJOGNDPK_02295	CDS	138				hypothetical protein
IJOGNDPK_02296	gene	1401	trpB_1			
IJOGNDPK_02296	CDS	1401	trpB_1	4.2.1.20	COG0133	Tryptophan synthase beta chain
IJOGNDPK_02297	gene	105				
IJOGNDPK_02297	CDS	105				hypothetical protein
IJOGNDPK_02298	gene	1833				
IJOGNDPK_02298	CDS	1833				hypothetical protein
IJOGNDPK_02299	gene	687	ktrA			
IJOGNDPK_02299	CDS	687	ktrA		COG0569	Ktr system potassium uptake protein A
IJOGNDPK_02300	gene	1929				
IJOGNDPK_02300	CDS	1929				hypothetical protein
IJOGNDPK_02301	gene	282	galK_1			
IJOGNDPK_02301	CDS	282	galK_1	2.7.1.6		Galactokinase
IJOGNDPK_02302	gene	2430				
IJOGNDPK_02302	CDS	2430		3.2.1.23	COG3250	Beta-galactosidase BoGH2A
IJOGNDPK_02303	gene	1062	ganB_1			
IJOGNDPK_02303	CDS	1062	ganB_1	3.2.1.89	COG3867	Arabinogalactan endo-beta-1,4-galactanase
IJOGNDPK_02304	gene	1722				
IJOGNDPK_02304	CDS	1722				hypothetical protein
IJOGNDPK_02305	gene	1614	susD_1			
IJOGNDPK_02305	CDS	1614	susD_1			Starch-binding protein SusD
IJOGNDPK_02306	gene	2970	susC_11			
IJOGNDPK_02306	CDS	2970	susC_11			TonB-dependent receptor SusC
IJOGNDPK_02307	gene	3921	rcsC_17			
IJOGNDPK_02307	CDS	3921	rcsC_17	2.7.13.3		Sensor histidine kinase RcsC
IJOGNDPK_02308	gene	1503				
IJOGNDPK_02308	CDS	1503				hypothetical protein
IJOGNDPK_02309	gene	477				
IJOGNDPK_02309	CDS	477				hypothetical protein
IJOGNDPK_02310	gene	144				
IJOGNDPK_02310	CDS	144				hypothetical protein
IJOGNDPK_02311	gene	228				
IJOGNDPK_02311	CDS	228				hypothetical protein
IJOGNDPK_02312	gene	456				
IJOGNDPK_02312	CDS	456				hypothetical protein
IJOGNDPK_02313	gene	546				
IJOGNDPK_02313	CDS	546				hypothetical protein
IJOGNDPK_02314	gene	678	regX3			
IJOGNDPK_02314	CDS	678	regX3		COG0745	Sensory transduction protein regX3
IJOGNDPK_02315	gene	1278	qseC			
IJOGNDPK_02315	CDS	1278	qseC	2.7.13.3		Sensor protein QseC
IJOGNDPK_02316	gene	441				
IJOGNDPK_02316	CDS	441				hypothetical protein
IJOGNDPK_02317	gene	495				
IJOGNDPK_02317	CDS	495				hypothetical protein
IJOGNDPK_02318	gene	1212	sdaA			
IJOGNDPK_02318	CDS	1212	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
IJOGNDPK_02319	gene	2538	mutS2			
IJOGNDPK_02319	CDS	2538	mutS2	3.1.-.-		Endonuclease MutS2
IJOGNDPK_02320	gene	86				
IJOGNDPK_02320	tRNA	86				tRNA-Ser(tga)
IJOGNDPK_02321	gene	144				
IJOGNDPK_02321	CDS	144				hypothetical protein
IJOGNDPK_02322	gene	783				
IJOGNDPK_02322	CDS	783			COG0627	putative protein
IJOGNDPK_02323	gene	201				
IJOGNDPK_02323	CDS	201				hypothetical protein
IJOGNDPK_02324	gene	570	sgcG_1			
IJOGNDPK_02324	CDS	570	sgcG_1	1.3.99.24		2-amino-4-deoxychorismate dehydrogenase
IJOGNDPK_02325	gene	438	speG_1			
IJOGNDPK_02325	CDS	438	speG_1	2.3.1.57		Spermidine N(1)-acetyltransferase
IJOGNDPK_02326	gene	288				
IJOGNDPK_02326	CDS	288				hypothetical protein
IJOGNDPK_02327	gene	270				
IJOGNDPK_02327	CDS	270				hypothetical protein
IJOGNDPK_02328	gene	1404				
IJOGNDPK_02328	CDS	1404				hypothetical protein
IJOGNDPK_02329	gene	957				
IJOGNDPK_02329	CDS	957				hypothetical protein
IJOGNDPK_02330	gene	1077				
IJOGNDPK_02330	CDS	1077				hypothetical protein
IJOGNDPK_02331	gene	267				
IJOGNDPK_02331	CDS	267				hypothetical protein
IJOGNDPK_02332	gene	1026				
IJOGNDPK_02332	CDS	1026				hypothetical protein
IJOGNDPK_02333	gene	1290	yhcG_2			
IJOGNDPK_02333	CDS	1290	yhcG_2	3.1.-.-	COG4804	Putative nuclease YhcG
IJOGNDPK_02334	gene	1341				
IJOGNDPK_02334	CDS	1341				hypothetical protein
IJOGNDPK_02335	gene	618				
IJOGNDPK_02335	CDS	618				hypothetical protein
IJOGNDPK_02336	gene	462				
IJOGNDPK_02336	CDS	462				IS256 family transposase ISSod5
IJOGNDPK_02337	gene	336				
IJOGNDPK_02337	CDS	336				hypothetical protein
IJOGNDPK_02338	gene	288				
IJOGNDPK_02338	CDS	288				hypothetical protein
IJOGNDPK_02339	gene	1338	mdtK_1			
IJOGNDPK_02339	CDS	1338	mdtK_1			Multidrug resistance protein MdtK
IJOGNDPK_02340	gene	621				
IJOGNDPK_02340	CDS	621				hypothetical protein
IJOGNDPK_02341	gene	822				
IJOGNDPK_02341	CDS	822				hypothetical protein
IJOGNDPK_02342	gene	165				
IJOGNDPK_02342	CDS	165				hypothetical protein
IJOGNDPK_02343	gene	102				
IJOGNDPK_02343	CDS	102				hypothetical protein
IJOGNDPK_02344	gene	639				
IJOGNDPK_02344	CDS	639				hypothetical protein
IJOGNDPK_02345	gene	1413	lapB			
IJOGNDPK_02345	CDS	1413	lapB			Lipopolysaccharide assembly protein B
IJOGNDPK_02346	gene	1740	glnS			
IJOGNDPK_02346	CDS	1740	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
IJOGNDPK_02347	gene	174				
IJOGNDPK_02347	CDS	174				hypothetical protein
IJOGNDPK_02348	gene	1644				
IJOGNDPK_02348	CDS	1644				hypothetical protein
IJOGNDPK_02349	gene	213				
IJOGNDPK_02349	CDS	213				hypothetical protein
IJOGNDPK_02350	gene	915				
IJOGNDPK_02350	CDS	915				hypothetical protein
IJOGNDPK_02351	gene	630	bin3			
IJOGNDPK_02351	CDS	630	bin3			Putative transposon Tn552 DNA-invertase bin3
IJOGNDPK_02352	gene	483				
IJOGNDPK_02352	CDS	483				hypothetical protein
IJOGNDPK_02353	gene	603	ribE			
IJOGNDPK_02353	CDS	603	ribE	2.5.1.9	COG0307	Riboflavin synthase
IJOGNDPK_02354	gene	540				
IJOGNDPK_02354	CDS	540				hypothetical protein
IJOGNDPK_02355	gene	1320				
IJOGNDPK_02355	CDS	1320				hypothetical protein
IJOGNDPK_02356	gene	1269				
IJOGNDPK_02356	CDS	1269				hypothetical protein
IJOGNDPK_02357	gene	1173				
IJOGNDPK_02357	CDS	1173		5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
IJOGNDPK_02358	gene	1335				
IJOGNDPK_02358	CDS	1335				hypothetical protein
IJOGNDPK_02359	gene	1530	degQ			
IJOGNDPK_02359	CDS	1530	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
IJOGNDPK_02360	gene	861	sigA			
IJOGNDPK_02360	CDS	861	sigA			RNA polymerase sigma factor SigA
IJOGNDPK_02361	gene	111				
IJOGNDPK_02361	CDS	111				hypothetical protein
IJOGNDPK_02362	gene	399				
IJOGNDPK_02362	CDS	399				hypothetical protein
IJOGNDPK_02363	gene	1206				
IJOGNDPK_02363	CDS	1206				hypothetical protein
IJOGNDPK_02364	gene	2478	cdr			
IJOGNDPK_02364	CDS	2478	cdr	1.8.1.14		Coenzyme A disulfide reductase
IJOGNDPK_02365	gene	357				
IJOGNDPK_02365	CDS	357				hypothetical protein
IJOGNDPK_02366	gene	2892				
IJOGNDPK_02366	CDS	2892				hypothetical protein
IJOGNDPK_02367	gene	474	rlmH			
IJOGNDPK_02367	CDS	474	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
IJOGNDPK_02368	gene	393				
IJOGNDPK_02368	CDS	393				hypothetical protein
IJOGNDPK_02369	gene	849	nadC			
IJOGNDPK_02369	CDS	849	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
IJOGNDPK_02370	gene	234				
IJOGNDPK_02370	CDS	234				hypothetical protein
IJOGNDPK_02371	gene	906				
IJOGNDPK_02371	CDS	906				IS982 family transposase IS195
IJOGNDPK_02372	gene	660				
IJOGNDPK_02372	CDS	660				hypothetical protein
IJOGNDPK_02373	gene	297				
IJOGNDPK_02373	CDS	297				hypothetical protein
IJOGNDPK_02374	gene	609	sigW_3			
IJOGNDPK_02374	CDS	609	sigW_3		COG1595	ECF RNA polymerase sigma factor SigW
IJOGNDPK_02375	gene	1095				
IJOGNDPK_02375	CDS	1095				hypothetical protein
IJOGNDPK_02376	gene	558				
IJOGNDPK_02376	CDS	558				hypothetical protein
IJOGNDPK_02377	gene	708				
IJOGNDPK_02377	CDS	708				hypothetical protein
IJOGNDPK_02378	gene	948				
IJOGNDPK_02378	CDS	948		1.6.5.11	COG2070	NADH:quinone reductase
IJOGNDPK_02379	gene	1104	ald			
IJOGNDPK_02379	CDS	1104	ald	1.4.1.1		Alanine dehydrogenase
IJOGNDPK_02380	gene	1668				
IJOGNDPK_02380	CDS	1668				hypothetical protein
IJOGNDPK_02381	gene	1644				
IJOGNDPK_02381	CDS	1644				hypothetical protein
IJOGNDPK_02382	gene	1743	pgcA			
IJOGNDPK_02382	CDS	1743	pgcA	5.4.2.2		Phosphoglucomutase
IJOGNDPK_02383	gene	807	nudC_2			
IJOGNDPK_02383	CDS	807	nudC_2	3.6.1.22		NADH pyrophosphatase
IJOGNDPK_02384	gene	639				
IJOGNDPK_02384	CDS	639				hypothetical protein
IJOGNDPK_02385	gene	1554	ravA			
IJOGNDPK_02385	CDS	1554	ravA	3.6.3.-		ATPase RavA
IJOGNDPK_02386	gene	1488	viaA			
IJOGNDPK_02386	CDS	1488	viaA			Protein ViaA
IJOGNDPK_02387	gene	510				
IJOGNDPK_02387	CDS	510				hypothetical protein
IJOGNDPK_02388	gene	1926	btuB_6			
IJOGNDPK_02388	CDS	1926	btuB_6		COG4206	Vitamin B12 transporter BtuB
IJOGNDPK_02389	gene	1404				
IJOGNDPK_02389	CDS	1404				hypothetical protein
IJOGNDPK_02390	gene	1497	napF_1			
IJOGNDPK_02390	CDS	1497	napF_1			Ferredoxin-type protein NapF
IJOGNDPK_02391	gene	540	azoR_2			
IJOGNDPK_02391	CDS	540	azoR_2	1.7.1.17		FMN-dependent NADH-azoreductase
IJOGNDPK_02392	gene	1647	ybiT_1			
IJOGNDPK_02392	CDS	1647	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
IJOGNDPK_02393	gene	483	cdd			
IJOGNDPK_02393	CDS	483	cdd	3.5.4.5	COG0295	Cytidine deaminase
IJOGNDPK_02394	gene	924				
IJOGNDPK_02394	CDS	924				hypothetical protein
IJOGNDPK_02395	gene	1248				
IJOGNDPK_02395	CDS	1248				hypothetical protein
IJOGNDPK_02396	gene	447				
IJOGNDPK_02396	CDS	447				hypothetical protein
IJOGNDPK_02397	gene	666	yknY_4			
IJOGNDPK_02397	CDS	666	yknY_4	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
IJOGNDPK_02398	gene	1275	macB_4			
IJOGNDPK_02398	CDS	1275	macB_4	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
IJOGNDPK_02399	gene	1263				
IJOGNDPK_02399	CDS	1263				hypothetical protein
IJOGNDPK_02400	gene	648				
IJOGNDPK_02400	CDS	648				hypothetical protein
IJOGNDPK_02401	gene	1233				
IJOGNDPK_02401	CDS	1233				hypothetical protein
IJOGNDPK_02402	gene	1248				
IJOGNDPK_02402	CDS	1248				hypothetical protein
IJOGNDPK_02403	gene	1236				
IJOGNDPK_02403	CDS	1236				hypothetical protein
IJOGNDPK_02404	gene	1200	aspC			
IJOGNDPK_02404	CDS	1200	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
IJOGNDPK_02405	gene	1245	lolE_2			
IJOGNDPK_02405	CDS	1245	lolE_2		COG4591	Lipoprotein-releasing system transmembrane protein LolE
IJOGNDPK_02406	gene	1173				
IJOGNDPK_02406	CDS	1173				hypothetical protein
IJOGNDPK_02407	gene	648	bioD1			
IJOGNDPK_02407	CDS	648	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
IJOGNDPK_02408	gene	819	bioC			
IJOGNDPK_02408	CDS	819	bioC	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
IJOGNDPK_02409	gene	789				
IJOGNDPK_02409	CDS	789				hypothetical protein
IJOGNDPK_02410	gene	1152	bioF_1			
IJOGNDPK_02410	CDS	1152	bioF_1	2.3.1.47		8-amino-7-oxononanoate synthase
IJOGNDPK_02411	gene	2232	bioA			
IJOGNDPK_02411	CDS	2232	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
IJOGNDPK_02412	gene	480				
IJOGNDPK_02412	CDS	480				hypothetical protein
IJOGNDPK_02413	gene	393				
IJOGNDPK_02413	CDS	393			COG3385	IS4 family transposase ISBf13
IJOGNDPK_02414	gene	978				
IJOGNDPK_02414	CDS	978				IS982 family transposase ISPrsp2
IJOGNDPK_02415	gene	1215				
IJOGNDPK_02415	CDS	1215				hypothetical protein
IJOGNDPK_02416	gene	465				
IJOGNDPK_02416	CDS	465				IS21 family transposase ISHahy12
IJOGNDPK_02417	gene	192				
IJOGNDPK_02417	CDS	192				hypothetical protein
IJOGNDPK_02418	gene	120				
IJOGNDPK_02418	CDS	120				hypothetical protein
IJOGNDPK_02419	gene	609	thiE_1			
IJOGNDPK_02419	CDS	609	thiE_1	2.5.1.3		Thiamine-phosphate synthase
IJOGNDPK_02420	gene	585	sodB			
IJOGNDPK_02420	CDS	585	sodB	1.15.1.1	COG0605	Superoxide dismutase [Mn/Fe]
IJOGNDPK_02421	gene	2355	pcrA			
IJOGNDPK_02421	CDS	2355	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
IJOGNDPK_02422	gene	1146	nspC			
IJOGNDPK_02422	CDS	1146	nspC	4.1.1.96		Carboxynorspermidine/carboxyspermidine decarboxylase
IJOGNDPK_02423	gene	74				
IJOGNDPK_02423	tRNA	74				tRNA-Gly(gcc)
IJOGNDPK_02424	gene	85				
IJOGNDPK_02424	tRNA	85				tRNA-Leu(cag)
IJOGNDPK_02425	gene	85				
IJOGNDPK_02425	tRNA	85				tRNA-Leu(gag)
IJOGNDPK_02426	gene	74				
IJOGNDPK_02426	tRNA	74				tRNA-Gly(gcc)
IJOGNDPK_02427	gene	83				
IJOGNDPK_02427	tRNA	83				tRNA-Leu(cag)
IJOGNDPK_02428	gene	74				
IJOGNDPK_02428	tRNA	74				tRNA-Gly(gcc)
IJOGNDPK_02429	gene	1359				
IJOGNDPK_02429	CDS	1359				hypothetical protein
IJOGNDPK_02430	gene	138				
IJOGNDPK_02430	CDS	138				hypothetical protein
IJOGNDPK_02431	gene	597				
IJOGNDPK_02431	CDS	597				hypothetical protein
IJOGNDPK_02432	gene	657	engB			
IJOGNDPK_02432	CDS	657	engB		COG0218	putative GTP-binding protein EngB
IJOGNDPK_02433	gene	642	recR			
IJOGNDPK_02433	CDS	642	recR		COG0353	Recombination protein RecR
IJOGNDPK_02434	gene	450				
IJOGNDPK_02434	CDS	450				hypothetical protein
IJOGNDPK_02435	gene	537	speG_2			
IJOGNDPK_02435	CDS	537	speG_2	2.3.1.57		Spermidine N(1)-acetyltransferase
IJOGNDPK_02436	gene	609				
IJOGNDPK_02436	CDS	609				hypothetical protein
IJOGNDPK_02437	gene	195				
IJOGNDPK_02437	CDS	195				hypothetical protein
IJOGNDPK_02438	gene	1353	dapL_1			
IJOGNDPK_02438	CDS	1353	dapL_1	2.6.1.83		LL-diaminopimelate aminotransferase
IJOGNDPK_02439	gene	75				
IJOGNDPK_02439	tRNA	75				tRNA-Asp(gtc)
IJOGNDPK_02440	gene	144				
IJOGNDPK_02440	CDS	144				hypothetical protein
IJOGNDPK_02441	gene	351				
IJOGNDPK_02441	CDS	351				hypothetical protein
IJOGNDPK_02442	gene	1101				
IJOGNDPK_02442	CDS	1101				hypothetical protein
IJOGNDPK_02443	gene	339				
IJOGNDPK_02443	CDS	339				hypothetical protein
IJOGNDPK_02444	gene	342				
IJOGNDPK_02444	CDS	342				hypothetical protein
IJOGNDPK_02445	gene	333				
IJOGNDPK_02445	CDS	333				hypothetical protein
IJOGNDPK_02446	gene	327				
IJOGNDPK_02446	CDS	327				hypothetical protein
IJOGNDPK_02447	gene	780				
IJOGNDPK_02447	CDS	780				hypothetical protein
IJOGNDPK_02448	gene	2853				
IJOGNDPK_02448	CDS	2853				hypothetical protein
IJOGNDPK_02449	gene	1233				
IJOGNDPK_02449	CDS	1233				IS256 family transposase ISDku1
IJOGNDPK_02450	gene	351				
IJOGNDPK_02450	CDS	351				hypothetical protein
IJOGNDPK_02451	gene	906				
IJOGNDPK_02451	CDS	906				IS982 family transposase IS195
IJOGNDPK_02452	gene	432				
IJOGNDPK_02452	CDS	432				hypothetical protein
IJOGNDPK_02453	gene	717				
IJOGNDPK_02453	CDS	717				hypothetical protein
IJOGNDPK_02454	gene	435				
